Country Name,Year,GDP_Per_Capita,Development_Score,Development_Level
Kuwait,2025,32744.58,75.27,Highly Developed
Kuwait,2026,32740.97,75.98,Highly Developed
Kuwait,2027,32737.37,76.7,Highly Developed
Kuwait,2028,32733.76,77.41,Highly Developed
Kuwait,2029,32730.16,78.12,Highly Developed
Kuwait,2030,32726.56,78.84,Highly Developed
Kuwait,2031,32722.95,79.55,Highly Developed
Kuwait,2032,32719.35,80.26,Highly Developed
Kuwait,2033,32715.74,80.98,Highly Developed
Kuwait,2034,32712.14,81.69,Highly Developed
Kuwait,2035,32708.54,82.41,Highly Developed
Kuwait,2036,32704.93,83.12,Highly Developed
Kuwait,2037,32701.33,83.83,Highly Developed
Kuwait,2038,32697.72,84.55,Highly Developed
Kuwait,2039,32694.12,85.26,Highly Developed
Kuwait,2040,32690.52,85.97,Highly Developed
Latvia,2025,23747.76,67.06,Developing
Latvia,2026,24733.11,67.82,Developing
Latvia,2027,25718.45,68.59,Developing
Latvia,2028,26703.8,69.35,Developing
Latvia,2029,27689.15,70.12,Highly Developed
Latvia,2030,28674.49,70.88,Highly Developed
Latvia,2031,29659.84,71.65,Highly Developed
Latvia,2032,30645.19,72.41,Highly Developed
Latvia,2033,31630.53,73.18,Highly Developed
Latvia,2034,32615.88,73.95,Highly Developed
Latvia,2035,33601.22,74.71,Highly Developed
Latvia,2036,34586.57,75.48,Highly Developed
Latvia,2037,35571.92,76.24,Highly Developed
Latvia,2038,36557.26,77.01,Highly Developed
Latvia,2039,37542.61,77.77,Highly Developed
Latvia,2040,38527.95,78.54,Highly Developed
Lebanon,2025,2926.63,59.08,Developing
Lebanon,2026,2349.46,58.99,Developing
Lebanon,2027,1772.3,58.91,Developing
Lebanon,2028,1195.13,58.82,Developing
Lebanon,2029,617.97,58.74,Developing
Lebanon,2030,40.8,58.65,Developing
Lebanon,2031,0.0,58.57,Developing
Lebanon,2032,0.0,58.48,Developing
Lebanon,2033,0.0,58.4,Developing
Lebanon,2034,0.0,58.31,Developing
Lebanon,2035,0.0,58.23,Developing
Lebanon,2036,0.0,58.14,Developing
Lebanon,2037,0.0,58.06,Developing
Lebanon,2038,0.0,57.97,Developing
Lebanon,2039,0.0,57.89,Developing
Lebanon,2040,0.0,57.8,Developing
Lesotho,2025,939.02,42.8,Developing
Lesotho,2026,921.09,43.91,Developing
Lesotho,2027,903.16,45.02,Developing
Lesotho,2028,885.23,46.14,Developing
Lesotho,2029,867.3,47.25,Developing
Lesotho,2030,849.36,48.37,Developing
Lesotho,2031,831.43,49.48,Developing
Lesotho,2032,813.5,50.6,Developing
Lesotho,2033,795.57,51.71,Developing
Lesotho,2034,777.63,52.83,Developing
Lesotho,2035,759.7,53.94,Developing
Lesotho,2036,741.77,55.06,Developing
Lesotho,2037,723.84,56.17,Developing
Lesotho,2038,705.91,57.29,Developing
Lesotho,2039,687.97,58.4,Developing
Lesotho,2040,670.04,59.52,Developing
Liberia,2025,773.18,43.36,Developing
Liberia,2026,783.2,44.67,Developing
Liberia,2027,793.23,45.98,Developing
Liberia,2028,803.25,47.3,Developing
Liberia,2029,813.27,48.61,Developing
Liberia,2030,823.29,49.92,Developing
Liberia,2031,833.31,51.24,Developing
Liberia,2032,843.33,52.55,Developing
Liberia,2033,853.35,53.86,Developing
Liberia,2034,863.37,55.18,Developing
Liberia,2035,873.39,56.49,Developing
Liberia,2036,883.42,57.8,Developing
Liberia,2037,893.44,59.12,Developing
Liberia,2038,903.46,60.43,Developing
Liberia,2039,913.48,61.74,Developing
Liberia,2040,923.5,63.06,Developing
Libya,2025,5742.0,62.41,Developing
Libya,2026,5408.02,64.48,Developing
Libya,2027,5074.04,66.54,Developing
Libya,2028,4740.06,68.61,Developing
Libya,2029,4406.08,70.68,Highly Developed
Libya,2030,4072.1,72.74,Highly Developed
Libya,2031,3738.12,74.81,Highly Developed
Libya,2032,3404.14,76.88,Highly Developed
Libya,2033,3070.15,78.94,Highly Developed
Libya,2034,2736.17,81.01,Highly Developed
Libya,2035,2402.19,83.08,Highly Developed
Libya,2036,2068.21,85.15,Highly Developed
Libya,2037,1734.23,87.21,Highly Developed
Libya,2038,1400.25,89.28,Highly Developed
Libya,2039,1066.27,91.35,Highly Developed
Libya,2040,732.29,93.41,Highly Developed
Liechtenstein,2025,203949.45,82.26,Highly Developed
Liechtenstein,2026,207759.61,81.92,Highly Developed
Liechtenstein,2027,211569.77,81.58,Highly Developed
Liechtenstein,2028,215379.92,81.24,Highly Developed
Liechtenstein,2029,219190.08,80.9,Highly Developed
Liechtenstein,2030,223000.24,80.56,Highly Developed
Liechtenstein,2031,226810.39,80.22,Highly Developed
Liechtenstein,2032,230620.55,79.88,Highly Developed
Liechtenstein,2033,234430.71,79.54,Highly Developed
Liechtenstein,2034,238240.86,79.2,Highly Developed
Liechtenstein,2035,242051.02,78.86,Highly Developed
Liechtenstein,2036,245861.18,78.52,Highly Developed
Liechtenstein,2037,249671.33,78.18,Highly Developed
Liechtenstein,2038,253481.49,77.85,Highly Developed
Liechtenstein,2039,257291.65,77.51,Highly Developed
Liechtenstein,2040,261101.8,77.17,Highly Developed
Luxembourg,2025,135575.62,83.27,Highly Developed
Luxembourg,2026,138134.97,83.69,Highly Developed
Luxembourg,2027,140694.32,84.12,Highly Developed
Luxembourg,2028,143253.68,84.55,Highly Developed
Luxembourg,2029,145813.03,84.98,Highly Developed
Luxembourg,2030,148372.38,85.41,Highly Developed
Luxembourg,2031,150931.74,85.84,Highly Developed
Luxembourg,2032,153491.09,86.27,Highly Developed
Luxembourg,2033,156050.44,86.69,Highly Developed
Luxembourg,2034,158609.8,87.12,Highly Developed
Luxembourg,2035,161169.15,87.55,Highly Developed
Luxembourg,2036,163728.5,87.98,Highly Developed
Luxembourg,2037,166287.86,88.41,Highly Developed
Luxembourg,2038,168847.21,88.84,Highly Developed
Luxembourg,2039,171406.57,89.26,Highly Developed
Luxembourg,2040,173965.92,89.69,Highly Developed
Madagascar,2025,518.9,33.9,Underdeveloped
Madagascar,2026,523.74,34.12,Underdeveloped
Madagascar,2027,528.58,34.35,Underdeveloped
Madagascar,2028,533.42,34.57,Underdeveloped
Madagascar,2029,538.26,34.8,Underdeveloped
Madagascar,2030,543.1,35.02,Underdeveloped
Madagascar,2031,547.94,35.25,Underdeveloped
Madagascar,2032,552.77,35.47,Underdeveloped
Madagascar,2033,557.61,35.7,Underdeveloped
Madagascar,2034,562.45,35.93,Underdeveloped
Madagascar,2035,567.29,36.15,Underdeveloped
Madagascar,2036,572.13,36.38,Underdeveloped
Madagascar,2037,576.97,36.6,Underdeveloped
Madagascar,2038,581.81,36.83,Underdeveloped
Madagascar,2039,586.65,37.05,Underdeveloped
Madagascar,2040,591.48,37.28,Underdeveloped
Malawi,2025,616.15,37.54,Underdeveloped
Malawi,2026,626.28,38.49,Underdeveloped
Malawi,2027,636.4,39.44,Underdeveloped
Malawi,2028,646.53,40.39,Developing
Malawi,2029,656.65,41.34,Developing
Malawi,2030,666.78,42.28,Developing
Malawi,2031,676.9,43.23,Developing
Malawi,2032,687.02,44.18,Developing
Malawi,2033,697.15,45.13,Developing
Malawi,2034,707.27,46.07,Developing
Malawi,2035,717.4,47.02,Developing
Malawi,2036,727.52,47.97,Developing
Malawi,2037,737.65,48.92,Developing
Malawi,2038,747.77,49.86,Developing
Malawi,2039,757.89,50.81,Developing
Malawi,2040,768.02,51.76,Developing
Malaysia,2025,11748.57,71.38,Highly Developed
Malaysia,2026,11923.35,72.58,Highly Developed
Malaysia,2027,12098.14,73.78,Highly Developed
Malaysia,2028,12272.92,74.97,Highly Developed
Malaysia,2029,12447.7,76.17,Highly Developed
Malaysia,2030,12622.48,77.36,Highly Developed
Malaysia,2031,12797.26,78.56,Highly Developed
Malaysia,2032,12972.04,79.76,Highly Developed
Malaysia,2033,13146.82,80.95,Highly Developed
Malaysia,2034,13321.61,82.15,Highly Developed
Malaysia,2035,13496.39,83.34,Highly Developed
Malaysia,2036,13671.17,84.54,Highly Developed
Malaysia,2037,13845.95,85.73,Highly Developed
Malaysia,2038,14020.73,86.93,Highly Developed
Malaysia,2039,14195.51,88.13,Highly Developed
Malaysia,2040,14370.3,89.32,Highly Developed
Maldives,2025,12582.03,68.39,Developing
Maldives,2026,12898.3,69.57,Developing
Maldives,2027,13214.58,70.74,Highly Developed
Maldives,2028,13530.86,71.91,Highly Developed
Maldives,2029,13847.13,73.09,Highly Developed
Maldives,2030,14163.41,74.26,Highly Developed
Maldives,2031,14479.69,75.44,Highly Developed
Maldives,2032,14795.96,76.61,Highly Developed
Maldives,2033,15112.24,77.79,Highly Developed
Maldives,2034,15428.52,78.96,Highly Developed
Maldives,2035,15744.8,80.14,Highly Developed
Maldives,2036,16061.07,81.31,Highly Developed
Maldives,2037,16377.35,82.48,Highly Developed
Maldives,2038,16693.63,83.66,Highly Developed
Maldives,2039,17009.9,84.83,Highly Developed
Maldives,2040,17326.18,86.01,Highly Developed
Mali,2025,1078.82,36.41,Underdeveloped
Mali,2026,1097.3,37.44,Underdeveloped
Mali,2027,1115.79,38.47,Underdeveloped
Mali,2028,1134.28,39.5,Underdeveloped
Mali,2029,1152.76,40.53,Developing
Mali,2030,1171.25,41.56,Developing
Mali,2031,1189.73,42.59,Developing
Mali,2032,1208.22,43.62,Developing
Mali,2033,1226.71,44.65,Developing
Mali,2034,1245.19,45.67,Developing
Mali,2035,1263.68,46.7,Developing
Mali,2036,1282.17,47.73,Developing
Mali,2037,1300.65,48.76,Developing
Mali,2038,1319.14,49.79,Developing
Mali,2039,1337.62,50.82,Developing
Mali,2040,1356.11,51.85,Developing
Malta,2025,43376.99,73.26,Highly Developed
Malta,2026,45062.57,74.04,Highly Developed
Malta,2027,46748.16,74.83,Highly Developed
Malta,2028,48433.74,75.61,Highly Developed
Malta,2029,50119.33,76.39,Highly Developed
Malta,2030,51804.91,77.17,Highly Developed
Malta,2031,53490.5,77.95,Highly Developed
Malta,2032,55176.08,78.74,Highly Developed
Malta,2033,56861.66,79.52,Highly Developed
Malta,2034,58547.25,80.3,Highly Developed
Malta,2035,60232.83,81.08,Highly Developed
Malta,2036,61918.42,81.86,Highly Developed
Malta,2037,63604.0,82.65,Highly Developed
Malta,2038,65289.59,83.43,Highly Developed
Malta,2039,66975.17,84.21,Highly Developed
Malta,2040,68660.76,84.99,Highly Developed
Marshall Islands,2025,7747.61,57.36,Developing
Marshall Islands,2026,8138.49,59.1,Developing
Marshall Islands,2027,8529.38,60.83,Developing
Marshall Islands,2028,8920.26,62.57,Developing
Marshall Islands,2029,9311.15,64.3,Developing
Marshall Islands,2030,9702.04,66.04,Developing
Marshall Islands,2031,10092.92,67.77,Developing
Marshall Islands,2032,10483.81,69.5,Developing
Marshall Islands,2033,10874.69,71.24,Highly Developed
Marshall Islands,2034,11265.58,72.97,Highly Developed
Marshall Islands,2035,11656.47,74.71,Highly Developed
Marshall Islands,2036,12047.35,76.44,Highly Developed
Marshall Islands,2037,12438.24,78.18,Highly Developed
Marshall Islands,2038,12829.12,79.91,Highly Developed
Marshall Islands,2039,13220.01,81.65,Highly Developed
Marshall Islands,2040,13610.89,83.38,Highly Developed
Mauritania,2025,2147.92,46.93,Developing
Mauritania,2026,2204.57,48.44,Developing
Mauritania,2027,2261.22,49.94,Developing
Mauritania,2028,2317.86,51.45,Developing
Mauritania,2029,2374.51,52.96,Developing
Mauritania,2030,2431.15,54.47,Developing
Mauritania,2031,2487.8,55.97,Developing
Mauritania,2032,2544.45,57.48,Developing
Mauritania,2033,2601.09,58.99,Developing
Mauritania,2034,2657.74,60.5,Developing
Mauritania,2035,2714.38,62.0,Developing
Mauritania,2036,2771.03,63.51,Developing
Mauritania,2037,2827.68,65.02,Developing
Mauritania,2038,2884.32,66.53,Developing
Mauritania,2039,2940.97,68.03,Developing
Mauritania,2040,2997.61,69.54,Developing
Mauritius,2025,11030.77,61.9,Developing
Mauritius,2026,11105.43,62.97,Developing
Mauritius,2027,11180.1,64.04,Developing
Mauritius,2028,11254.76,65.12,Developing
Mauritius,2029,11329.43,66.19,Developing
Mauritius,2030,11404.09,67.26,Developing
Mauritius,2031,11478.76,68.34,Developing
Mauritius,2032,11553.42,69.41,Developing
Mauritius,2033,11628.09,70.48,Highly Developed
Mauritius,2034,11702.75,71.56,Highly Developed
Mauritius,2035,11777.42,72.63,Highly Developed
Mauritius,2036,11852.09,73.7,Highly Developed
Mauritius,2037,11926.75,74.77,Highly Developed
Mauritius,2038,12001.42,75.85,Highly Developed
Mauritius,2039,12076.08,76.92,Highly Developed
Mauritius,2040,12150.75,77.99,Highly Developed
Mexico,2025,12820.58,62.81,Developing
Mexico,2026,13150.95,63.94,Developing
Mexico,2027,13481.31,65.08,Developing
Mexico,2028,13811.68,66.21,Developing
Mexico,2029,14142.05,67.35,Developing
Mexico,2030,14472.42,68.49,Developing
Mexico,2031,14802.79,69.62,Developing
Mexico,2032,15133.16,70.76,Highly Developed
Mexico,2033,15463.52,71.89,Highly Developed
Mexico,2034,15793.89,73.03,Highly Developed
Mexico,2035,16124.26,74.17,Highly Developed
Mexico,2036,16454.63,75.3,Highly Developed
Mexico,2037,16785.0,76.44,Highly Developed
Mexico,2038,17115.37,77.57,Highly Developed
Mexico,2039,17445.74,78.71,Highly Developed
Mexico,2040,17776.1,79.85,Highly Developed
Moldova,2025,7343.92,57.35,Developing
Moldova,2026,7800.14,57.47,Developing
Moldova,2027,8256.37,57.6,Developing
Moldova,2028,8712.6,57.72,Developing
Moldova,2029,9168.82,57.84,Developing
